CATEGORY,BRAND NAME,SALT / COMPOSITION,DETAILS / USAGE,ORIGINAL NAME,Category,Usage
MEDICINES (General),DERIPHYLLIN-150,All,D,DERIPHYLLIN-150 (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DEXORANGE Capsules,,Supplement/Capsules,DEXORANGE Capsules,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DEZLORID 10,,D,DEZLORID 10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DIAMOX,,D,DIAMOX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DICLOMOL,,D,DICLOMOL,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DISPRIN,,General,DISPRIN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DIZONE,,D,DIZONE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DOXINATE,All,D,DOXINATE (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DOXY-1 LDR Forte,,D,DOXY-1 LDR Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DROT-T,,D,DROT-T,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DROTIN-DS,,D,DROTIN-DS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DROTIN-M,,D,DROTIN-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DUOLUTON-L,,D,DUOLUTON-L,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DUPHASTON,,D,DUPHASTON,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DUZELA-30,,D,DUZELA-30,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DYNAGLIPT-20,,D,DYNAGLIPT-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DYTOR-5/20/40/10,,D,DYTOR-5/20/40/10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DYTOR-PLUS-10/5,,D,DYTOR-PLUS-10/5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Da Zeagra,,Erectile Dysfunction,Da Zeagra,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dairy Milk,,General,Dairy Milk,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Darolac,,D,Darolac,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Decdan 0.5,,D,Decdan 0.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Deflon-500,,D,Deflon-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dental Care,,Sensodyne Repair & Protect,Dental Care,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dermafique,,General,Dermafique,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dermina Vitamin C Serum,,Skincare & Cosmetics,Dermina Vitamin C Serum,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dettol,,General,Dettol,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dexona,,D,Dexona,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Diamond Eye Drops,,Eye/Ear Drops,Diamond Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Diapride,All,D,Diapride (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Diapride-2,,General,Diapride-2,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dolcheal 300,,Pain Relief,Dolcheal 300,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dolo Drops,,Drops,Dolo Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DoloPar-650,,D,DoloPar-650,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Domstal DT,,D,Domstal DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Double Power Chyawanprash/Supplement,,Health & Supplements,Double Power Chyawanprash/Supplement,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Doxolin 200/400,,D,Doxolin 200/400,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Doxycycline and Lactic Acid Bacillus,,General,Doxycycline and Lactic Acid Bacillus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dr. Morepen Gluco One Blood Glucose Monitoring System,BG-03,Medical Devices,Dr. Morepen Gluco One Blood Glucose Monitoring System (BG-03),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dr. Rashel Vitamin C Nose Pore Strips,,Skin Care,Dr. Rashel Vitamin C Nose Pore Strips,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Drops,,Z & D Drops,Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Drops/Ointment,,Ophtha Care Eye Drops,Drops/Ointment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Droxyl-500,,D,Droxyl-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dubbo 6,,D,Dubbo 6,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dulcoflex,,D,Dulcoflex,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Duolin 3 Respules,Cipla,Respules / Inhalation,Duolin 3 Respules (Cipla),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Duracell,,General,Duracell,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Dutasteride 0.5,,General,Dutasteride 0.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Duvadilan 10mg,,D,Duvadilan 10mg,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),EBAST-20/M,,E,EBAST-20/M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ECONORM Sachet/Cap,,E,ECONORM Sachet/Cap,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ENVAS,,E,ENVAS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ERITEL LN 40,,E,ERITEL LN 40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ESGIPYRIN,,E,ESGIPYRIN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ESLO-5/2.5,,E,ESLO-5/2.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),EVION,,E,EVION,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Earwel Ear Drops,,Eye/Ear Drops,Earwel Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Easibreathe,,General,Easibreathe,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ecosprin,All,E,Ecosprin (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Electral,,General,Electral,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Electral ORS,,Electrolytes,Electral ORS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Embeta XR-25,,E,Embeta XR-25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Emergency Contraceptive,,Ignore 72 Tablet (Levonorgestrel),Emergency Contraceptive,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Emergency Contraceptive,,Unwanted-72 Tablet,Emergency Contraceptive,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Emergency Contraceptive,,i-pill Tablet,Emergency Contraceptive,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Emeset 4/8,,E,Emeset 4/8,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Encogerm,,Probiotic,Encogerm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Encorate Chrono 200/300,,E,Encorate Chrono 200/300,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Eno,,General,Eno,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Enterogermina,,Probiotic,Enterogermina,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Entro-A-Germ,,Probiotic,Entro-A-Germ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Enzar Forte,,E,Enzar Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Enzoflam,,E,Enzoflam,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Enzyme/Anti-inflammatory,,Chymoral Forte / Trypsin & Chymotrypsin Tablets,Enzyme/Anti-inflammatory,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Etizola-0.5,,E,Etizola-0.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Etoshine,,E,Etoshine,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Eurepa-0.5,,E,Eurepa-0.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Everfresh Tears,,Eye/Ear Drops,Everfresh Tears,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Eye/Ear Drops,,Hyalcare Sodium Hyaluronate Eye Drops,Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FAA,20,F,FAA (20),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FEBUTEC 40,,General,FEBUTEC 40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FEBUTEC 80,,General,FEBUTEC 80,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FIOZEN,,F,FIOZEN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FLEXON-All,,F,FLEXON-All,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FLEXURA-D,,F,FLEXURA-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FLUDAC-10,,F,FLUDAC-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FLUDAC-20,,F,FLUDAC-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FML Liquifilm Eye Drops,,Drops/Ointment,FML Liquifilm Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FOLITAS,,General,FOLITAS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),FOLVIT,,F,FOLVIT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Famocid-All,,F,Famocid-All,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Febutaz-40,,F,Febutaz-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Fericip XT,,General,Fericip XT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ferivate-XT,,General,Ferivate-XT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Feroz-300,,General,Feroz-300,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Feroz-300,,Supplement/Tablets,Feroz-300,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ferrogen-XT,,General,Ferrogen-XT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Festive-D Eye/Ear Drops,,Medicines & Drops,Festive-D Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Fibator,,F,Fibator,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Flagyl,All,F,Flagyl (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Flamingo Abdominal Belt,,Orthopedic & Supports,Flamingo Abdominal Belt,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Flamingo Knee Cap,,Orthopedic & Supports,Flamingo Knee Cap,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Flamingo Knee Support Hinged,,Orthopedic & Supports,Flamingo Knee Support Hinged,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Flamingo Lumbar Sacro Belt,,Orthopedic & Supports,Flamingo Lumbar Sacro Belt,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Flavidon-MR,,F,Flavidon-MR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Fogg,,General,Fogg,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Folitrax 10,,F,Folitrax 10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Foracort 200 Inhaler,,Respiratory/Asthma,Foracort 200 Inhaler,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Foracort Rotacaps 200,,Respiratory/Asthma,Foracort Rotacaps 200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Foracort Rotacaps 400,,Respiratory/Asthma,Foracort Rotacaps 400,General Medicine,Used as directed by a registered medical practitioner.
